cnic,full_name,city,vehicle_score,utility_score,property_score,travel_score,tax_gap_score,lifestyle_index,ml_anomaly_score,tax_deviation_score,flagged,audit_trail
35207-2437673-8,Umar Khan,Islamabad,60,20,60,0,10,33.0,36.315998392849835,34.82,0,"Filer with declared annual income PKR 4,689,145 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 22,314 | Owns 1 property/properties (Total estimated value: PKR 11,084,733) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 80 unregistered non-filers"
35202-7030476-1,Shahzaib Ahmed,Multan,20,20,0,50,10,17.5,48.84988134153301,34.74,0,"Filer with declared annual income PKR 4,679,186 | Owns 1 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 3,324 | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 1 other individuals"
35203-6347999-2,Osman Nawaz,Faisalabad,60,20,60,0,10,33.0,35.640743267669585,34.45,0,"Filer with declared annual income PKR 2,608,666 | Owns 1 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 11,220 | Owns 1 property/properties (Total estimated value: PKR 11,553,581) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35208-4552894-4,Waqas Raza,Faisalabad,60,20,60,0,10,33.0,35.640743267669585,34.45,0,"Filer with declared annual income PKR 3,618,946 | Owns 3 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 12,776 | Owns 1 property/properties (Total estimated value: PKR 17,020,211) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35202-3253696-5,Ahmed Zafar,Rawalpindi,60,20,60,0,10,33.0,35.640743267669585,34.45,0,"Filer with declared annual income PKR 2,813,494 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 22,742 | Owns 1 property/properties (Total estimated value: PKR 6,869,945) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35205-9491560-6,Muhammad Dar,Islamabad,60,20,60,0,10,33.0,35.640743267669585,34.45,0,"Filer with declared annual income PKR 4,085,865 | Owns 2 vehicle(s) (Max engine CC: 1300cc) | Monthly utility consumption: Max bill PKR 16,454 | Owns 1 property/properties (Total estimated value: PKR 8,133,536) | Entity Resolution Warning: 3 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35209-5790824-6,Osman Iqbal,Lahore,20,20,0,0,10,10.0,53.93743931623105,34.17,0,"Filer with declared annual income PKR 3,847,889 | Owns 4 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 12,181 | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk)"
35203-4644116-6,Muhammad Bajwa,Islamabad,20,20,0,0,10,10.0,53.93743931623105,34.17,0,"Filer with declared annual income PKR 3,166,786 | Owns 6 vehicle(s) (Max engine CC: 1000cc) | Monthly utility consumption: Max bill PKR 10,483 | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk)"
35205-4774993-3,Tariq Bajwa,Islamabad,20,20,0,0,10,10.0,53.93743931623105,34.17,0,"Filer with declared annual income PKR 4,541,963 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 5,229 | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk)"
35202-6284436-3,Yasir Khan,Karachi,20,20,0,0,10,10.0,53.93743931623105,34.17,0,"Filer with declared annual income PKR 4,191,566 | Owns 3 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 12,778 | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk)"
35201-1793503-1,Osman Qureshi,Faisalabad,20,20,60,0,10,25.0,41.42862751986325,34.04,0,"Filer with declared annual income PKR 4,109,363 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 4,328 | Owns 2 property/properties (Total estimated value: PKR 15,949,865) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 276 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35204-7658114-6,Umar Mahmood,Faisalabad,20,20,60,0,10,25.0,41.226220044641735,33.92,0,"Filer with declared annual income PKR 4,789,833 | Owns 2 vehicle(s) (Max engine CC: 1200cc) | Monthly utility consumption: Max bill PKR 24,147 | Owns 1 property/properties (Total estimated value: PKR 8,142,823) | Entity Resolution Warning: 4 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35206-6846068-9,Yasir Bajwa,Islamabad,0,20,60,0,10,21.0,44.456586590090005,33.9,0,"Filer with declared annual income PKR 2,735,053 | Monthly utility consumption: Max bill PKR 21,335 | Owns 1 property/properties (Total estimated value: PKR 16,903,029) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35207-6162054-4,Farhan Sheikh,Faisalabad,0,20,60,0,10,21.0,44.456586590090005,33.9,0,"Filer with declared annual income PKR 2,520,126 | Monthly utility consumption: Max bill PKR 22,319 | Owns 1 property/properties (Total estimated value: PKR 7,421,522) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35206-7797258-5,Rizwan Nawaz,Rawalpindi,0,20,60,0,10,21.0,44.456586590090005,33.9,0,"Filer with declared annual income PKR 3,277,200 | Monthly utility consumption: Max bill PKR 11,337 | Owns 1 property/properties (Total estimated value: PKR 7,747,915) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35207-3486422-1,Salman Zafar,Rawalpindi,0,20,60,0,10,21.0,44.456586590090005,33.9,0,"Filer with declared annual income PKR 4,822,809 | Monthly utility consumption: Max bill PKR 4,684 | Owns 1 property/properties (Total estimated value: PKR 14,450,540) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35207-5404326-5,Salman Sheikh,Faisalabad,0,20,60,0,10,21.0,44.456586590090005,33.9,0,"Filer with declared annual income PKR 4,663,434 | Monthly utility consumption: Max bill PKR 9,379 | Owns 1 property/properties (Total estimated value: PKR 14,624,753) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35203-9664887-2,Tariq Khan,Faisalabad,0,20,60,0,10,21.0,44.456586590090005,33.9,0,"Filer with declared annual income PKR 2,649,275 | Monthly utility consumption: Max bill PKR 8,372 | Owns 1 property/properties (Total estimated value: PKR 5,784,983) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 246 other individuals | Community Risk: Shares property space with 76 unregistered non-filers"
35206-2749282-4,Shahzaib Khan,Rawalpindi,0,20,60,50,10,28.5,37.92138157293125,33.68,0,"Filer with declared annual income PKR 4,904,543 | Monthly utility consumption: Max bill PKR 5,829 | Owns 1 property/properties (Total estimated value: PKR 7,974,777) | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35208-4589865-6,Rizwan Zafar,Faisalabad,0,20,60,50,10,28.5,37.92138157293125,33.68,0,"Filer with declared annual income PKR 4,660,159 | Monthly utility consumption: Max bill PKR 15,730 | Owns 1 property/properties (Total estimated value: PKR 14,992,903) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35205-7946130-3,Yasir Khan,Multan,0,20,60,50,10,28.5,37.92138157293125,33.68,0,"Filer with declared annual income PKR 2,506,586 | Monthly utility consumption: Max bill PKR 10,107 | Owns 1 property/properties (Total estimated value: PKR 15,320,900) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35205-6156959-5,Salman Mehmood,Karachi,0,20,60,50,10,28.5,37.92138157293125,33.68,0,"Filer with declared annual income PKR 4,597,945 | Monthly utility consumption: Max bill PKR 18,624 | Owns 1 property/properties (Total estimated value: PKR 12,840,770) | International travels logged: 2 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35206-5616457-5,Salman Malik,Islamabad,0,20,60,50,10,28.5,37.92138157293125,33.68,0,"Filer with declared annual income PKR 4,813,725 | Monthly utility consumption: Max bill PKR 11,834 | Owns 1 property/properties (Total estimated value: PKR 16,134,861) | International travels logged: 3 flight(s) (0 Business/First class) | Entity Resolution Warning: 1 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35203-5169652-5,Ahmed Dar,Multan,0,20,60,50,10,28.5,37.601920622213726,33.51,0,"Filer with declared annual income PKR 4,402,015 | Monthly utility consumption: Max bill PKR 15,726 | Owns 1 property/properties (Total estimated value: PKR 10,618,832) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 265 other individuals | Community Risk: Shares property space with 79 unregistered non-filers"
35207-3148570-7,Asad Nawaz,Lahore,0,20,60,50,10,28.5,37.49042150741646,33.44,0,"Filer with declared annual income PKR 3,474,148 | Monthly utility consumption: Max bill PKR 5,773 | Owns 1 property/properties (Total estimated value: PKR 12,051,550) | International travels logged: 1 flight(s) (0 Business/First class) | Entity Resolution Warning: 2 asset records registered under conflicting name variations (Benami risk) | Network Risk: Shares registered address with 281 other individuals | Community Risk: Shares property space with 91 unregistered non-filers"
35205-8020519-7,Umar Iqbal,Multan,0,20,60,50,10,28.5,37.36844654823715,33.38,0,"Filer with declared annual income PKR 4,358,092 | Monthly utility consumption: Max bill PKR 23,408 | Owns 1 property/properties (Total estimated value: PKR 17,603,501) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
35202-6166319-1,Ali Ali,Lahore,0,20,60,50,10,28.5,37.36844654823715,33.38,0,"Filer with declared annual income PKR 4,845,610 | Monthly utility consumption: Max bill PKR 19,978 | Owns 1 property/properties (Total estimated value: PKR 7,703,578) | International travels logged: 1 flight(s) (0 Business/First class) | Network Risk: Shares registered address with 270 other individuals | Community Risk: Shares property space with 78 unregistered non-filers"
